ep_name,ep_max_rise_slack,ep_max_fall_slack,ep_max_rise_arrival,ep_max_fall_arrival,sp_name,launch_clock_latency,clock_latency_mean,clock_latency_std,path_required,path_arrival,path_slack,path_num_points,path_crpr,ep_ck_name,rise_fall
sa02_reg[3]/SI,-323.118958,-291.375732,592.575378,592.465576,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,269.456421,592.575378,-323.118958,33,0.000183,sa02_reg[3]/CLK,rise
sa23_reg[7]/SI,-322.369019,-291.356598,579.108948,577.803101,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,256.739929,579.108887,-322.369019,29,0.000183,sa23_reg[7]/CLK,rise
sa21_reg[0]/D,-320.908813,-311.342651,593.050842,596.856812,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,272.142029,593.050720,-320.908813,29,0.000183,sa21_reg[0]/CLK,rise
sa02_reg[6]/SI,-320.468445,-285.549072,591.355225,586.886658,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,270.88678,591.355286,-320.468445,29,0.000183,sa02_reg[6]/CLK,rise
sa22_reg[7]/SI,-320.145996,-286.384216,591.651978,587.195679,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,271.505981,591.652100,-320.145996,29,0.000183,sa22_reg[7]/CLK,rise
u0_w_reg[3][24]/D,-319.468079,-289.482361,572.173462,577.191284,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,252.705383,572.173401,-319.468079,23,0.000183,u0_w_reg[3][24]/CLK,rise
sa23_reg[5]/SI,-316.249084,-342.745667,582.471130,585.511475,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,266.222046,582.471130,-316.249084,29,0.000183,sa23_reg[5]/CLK,rise
sa21_reg[2]/SI,-314.078857,-344.006500,597.562744,598.979858,sa01_reg[1]/CLK,370.947845,370.947845,0.000000,283.483887,597.562622,-314.078857,33,0.000183,sa21_reg[2]/CLK,rise
sa32_reg[4]/SI,-312.176910,-274.125854,597.185181,592.892639,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,285.00827,597.185303,-312.176910,33,0.000183,sa32_reg[4]/CLK,rise
sa21_reg[5]/SI,-311.875305,-343.676178,595.994812,599.356323,sa12_reg[1]/CLK,370.027557,370.027557,0.000000,284.119507,595.994690,-311.875305,29,0.000183,sa21_reg[5]/CLK,rise
sa13_reg[7]/SI,-307.199585,-275.654724,576.545227,578.050537,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,269.345642,576.545227,-307.199585,25,0.000183,sa13_reg[7]/CLK,rise
u0_w_reg[3][5]/D,-306.515137,-305.350006,563.309631,573.317932,u0_w_reg[3][29]/CLK,354.896515,354.896515,0.000000,256.794495,563.309631,-306.515137,25,0.000000,u0_w_reg[3][5]/CLK,rise
u0_w_reg[3][22]/D,-306.065277,-305.421814,555.021362,558.591064,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,248.956085,555.021362,-306.065277,29,0.000000,u0_w_reg[3][22]/CLK,rise
u0_w_reg[1][22]/D,-305.928345,-305.561859,563.732605,565.852478,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,257.80426,563.732544,-305.928345,33,0.000000,u0_w_reg[1][22]/CLK,rise
u0_w_reg[3][6]/D,-305.755859,-300.672211,555.844788,554.794128,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,250.088928,555.844666,-305.755859,31,0.000000,u0_w_reg[3][6]/CLK,rise
u0_w_reg[3][1]/SI,-305.161133,-273.098480,567.178650,564.208191,u0_w_reg[3][29]/CLK,354.896515,354.896515,0.000000,262.017517,567.178650,-305.161133,23,0.000183,u0_w_reg[3][1]/CLK,rise
sa02_reg[0]/SI,-304.965210,-271.441071,573.732971,570.744385,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,268.767761,573.732971,-304.965210,29,0.000183,sa02_reg[0]/CLK,rise
text_out_reg[14]/SE,-303.214172,-300.303284,535.256287,539.671875,sa21_reg[7]/CLK,349.468781,349.468781,0.000000,232.04213,535.256226,-303.214172,23,0.000000,text_out_reg[14]/CLK,rise
sa23_reg[3]/SI,-300.706573,-266.173065,579.711426,578.528320,sa21_reg[7]/CLK,349.468781,349.468781,0.000000,279.004852,579.711487,-300.706573,29,0.000183,sa23_reg[3]/CLK,rise
u0_w_reg[2][13]/D,-297.786652,-303.112946,554.570251,555.792542,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,256.7836,554.570312,-297.786652,31,0.000000,u0_w_reg[2][13]/CLK,rise
u0_w_reg[3][18]/D,-297.512268,-262.597717,550.062195,550.362244,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,252.549911,550.062195,-297.512268,29,0.000183,u0_w_reg[3][18]/CLK,rise
sa13_reg[0]/D,-296.147797,-257.415405,571.614868,572.261108,sa21_reg[1]/CLK,354.187042,354.187042,0.000000,275.467072,571.614868,-296.147797,29,0.000183,sa13_reg[0]/CLK,rise
u0_w_reg[0][22]/D,-295.440857,-293.386200,552.709167,552.458252,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,257.268311,552.709045,-295.440857,31,0.000000,u0_w_reg[0][22]/CLK,rise
sa02_reg[2]/D,-294.677216,-314.027954,580.264648,584.365784,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,285.587433,580.264771,-294.677216,31,0.000183,sa02_reg[2]/CLK,rise
sa02_reg[5]/SI,-293.852783,-323.935089,577.978333,579.755981,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,284.125549,577.978394,-293.852783,31,0.000183,sa02_reg[5]/CLK,rise
u0_w_reg[3][11]/SI,-292.368713,-260.777039,553.019348,552.908264,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,260.650635,553.019287,-292.368713,27,0.000183,u0_w_reg[3][11]/CLK,rise
u0_w_reg[2][22]/D,-290.328430,-274.499695,552.544006,555.521912,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,262.215576,552.543945,-290.328430,31,0.000000,u0_w_reg[2][22]/CLK,rise
u0_w_reg[2][18]/D,-287.165497,-296.887970,565.595398,564.375488,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,278.429901,565.595398,-287.165497,33,0.000183,u0_w_reg[2][18]/CLK,rise
u0_w_reg[3][13]/D,-281.483215,-244.377075,562.538208,567.847778,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,281.054962,562.538208,-281.483215,33,0.000183,u0_w_reg[3][13]/CLK,rise
u0_w_reg[2][1]/D,-279.385468,-291.114288,565.453613,566.692871,u0_w_reg[3][29]/CLK,354.896515,354.896515,0.000000,286.068146,565.453674,-279.385468,25,0.000183,u0_w_reg[2][1]/CLK,rise
u0_w_reg[2][29]/D,-278.234406,-247.621460,581.624084,586.600220,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,303.389679,581.624084,-278.234406,29,0.000183,u0_w_reg[2][29]/CLK,rise
u0_w_reg[2][12]/D,-278.070923,-290.943665,555.395813,558.459534,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,277.32489,555.395874,-278.070923,27,0.000183,u0_w_reg[2][12]/CLK,rise
u0_w_reg[0][9]/D,-271.855438,-282.037170,545.788696,541.021301,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,273.933258,545.788696,-271.855438,27,0.000183,u0_w_reg[0][9]/CLK,rise
sa13_reg[3]/SI,-269.717957,-232.985107,581.650940,580.754822,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,311.932983,581.650879,-269.717957,29,0.000183,sa13_reg[3]/CLK,rise
text_out_reg[36]/D,-266.215363,-230.999298,560.787720,559.668518,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,294.572357,560.787720,-266.215363,25,0.000183,text_out_reg[36]/CLK,rise
text_out_reg[36]/SI,-259.489532,-222.371094,554.980469,555.376892,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,295.490936,554.980469,-259.489532,23,0.000183,text_out_reg[36]/CLK,rise
u0_w_reg[1][13]/D,-258.376556,-271.947144,541.937988,544.491760,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,283.561432,541.937988,-258.376556,29,0.000183,u0_w_reg[1][13]/CLK,rise
text_out_reg[35]/D,-257.870117,-220.689789,553.404541,550.304749,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,295.534424,553.404480,-257.870117,25,0.000183,text_out_reg[35]/CLK,rise
text_out_reg[13]/SI,-256.570587,-223.070709,538.940491,541.241516,sa21_reg[1]/CLK,354.187042,354.187042,0.000000,282.369904,538.940552,-256.570587,25,0.000183,text_out_reg[13]/CLK,rise
u0_w_reg[0][12]/D,-255.020172,-275.228577,529.247314,532.884949,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,274.227142,529.247314,-255.020172,23,0.000183,u0_w_reg[0][12]/CLK,rise
u0_w_reg[1][24]/D,-250.907593,-266.789124,577.049194,579.113281,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,326.141602,577.049194,-250.907593,29,0.000183,u0_w_reg[1][24]/CLK,rise
text_out_reg[32]/D,-249.421234,-221.001648,545.286194,550.706238,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,295.86496,545.286194,-249.421234,23,0.000183,text_out_reg[32]/CLK,rise
text_out_reg[35]/SI,-249.264221,-213.799377,545.366272,547.288269,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,296.102051,545.366394,-249.264221,23,0.000183,text_out_reg[35]/CLK,rise
text_out_reg[32]/SI,-247.674988,-203.697723,544.181335,537.807007,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,296.506348,544.181335,-247.674988,23,0.000183,text_out_reg[32]/CLK,rise
u0_w_reg[3][10]/D,-246.677246,-270.444489,547.211548,551.794189,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,300.534271,547.211609,-246.677246,31,0.000183,u0_w_reg[3][10]/CLK,rise
text_out_reg[61]/D,-246.482300,-214.375549,542.881226,544.917847,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,296.398926,542.881165,-246.482300,31,0.000183,text_out_reg[61]/CLK,rise
text_out_reg[61]/SI,-245.253296,-205.324768,543.251648,541.044983,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,297.998352,543.251587,-245.253296,23,0.000183,text_out_reg[61]/CLK,rise
sa23_reg[5]/D,-244.585388,-257.132172,500.928497,503.885437,text_in_r_reg[13]/CLK,368.170624,368.170624,0.000000,256.343109,500.928528,-244.585388,5,0.000183,sa23_reg[5]/CLK,rise
text_out_reg[40]/SI,-242.963928,-199.147583,539.960205,533.718994,sa20_reg[2]/CLK,366.076355,366.076355,0.000000,296.996277,539.960205,-242.963928,23,0.000183,text_out_reg[40]/CLK,rise
u0_w_reg[1][30]/D,-242.149811,-254.985168,580.261841,578.600647,u0_w_reg[3][23]/CLK,348.974609,348.974609,0.000000,338.11203,580.261963,-242.149811,31,0.000183,u0_w_reg[1][30]/CLK,rise
text_out_reg[56]/SI,-241.113953,-192.452026,538.825745,527.897827,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,297.711792,538.825806,-241.113953,25,0.000183,text_out_reg[56]/CLK,rise
u0_w_reg[0][20]/D,-240.628784,-203.878876,535.778503,533.828796,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,295.149719,535.778442,-240.628784,29,0.000183,u0_w_reg[0][20]/CLK,rise
text_out_reg[40]/D,-240.301117,-211.871399,536.628845,542.280396,sa20_reg[2]/CLK,366.076355,366.076355,0.000000,296.327728,536.628906,-240.301117,23,0.000183,text_out_reg[40]/CLK,rise
u0_w_reg[1][12]/D,-239.999268,-208.710938,543.687988,547.972961,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,303.68869,543.687988,-239.999268,25,0.000183,u0_w_reg[1][12]/CLK,rise
u0_w_reg[2][21]/D,-239.882996,-260.293549,561.285095,561.487549,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,321.4021,561.285156,-239.882996,33,0.000183,u0_w_reg[2][21]/CLK,rise
sa22_reg[4]/D,-239.647278,-206.633118,495.326721,497.292236,text_in_r_reg[44]/CLK,360.924011,360.924011,0.000000,255.679443,495.326721,-239.647278,5,0.000183,sa22_reg[4]/CLK,rise
text_out_reg[13]/D,-238.501404,-202.999420,517.975525,515.257202,sa21_reg[1]/CLK,354.187042,354.187042,0.000000,279.474121,517.975586,-238.501404,23,0.000183,text_out_reg[13]/CLK,rise
u0_w_reg[2][8]/D,-238.211517,-200.509674,546.781921,546.085510,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,308.570404,546.781860,-238.211517,25,0.000183,u0_w_reg[2][8]/CLK,rise
text_out_reg[44]/D,-237.453033,-198.507141,532.765076,527.923706,sa20_reg[4]/CLK,350.218231,350.218231,0.000000,295.312042,532.765076,-237.453033,29,0.000183,text_out_reg[44]/CLK,rise
text_out_reg[60]/D,-236.473053,-204.030548,532.637451,534.323486,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,296.164398,532.637451,-236.473053,27,0.000183,text_out_reg[60]/CLK,rise
u0_w_reg[0][19]/D,-236.339447,-258.411346,556.086914,553.146362,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,319.747467,556.086792,-236.339447,31,0.000183,u0_w_reg[0][19]/CLK,rise
text_out_reg[44]/SI,-236.067261,-202.604248,533.418030,537.715515,sa20_reg[4]/CLK,350.218231,350.218231,0.000000,297.350769,533.418030,-236.067261,29,0.000183,text_out_reg[44]/CLK,rise
u0_w_reg[3][27]/D,-235.515076,-193.590759,561.968140,563.803101,u0_w_reg[3][23]/CLK,348.974609,348.974609,0.000000,326.453064,561.968262,-235.515076,31,0.000183,u0_w_reg[3][27]/CLK,rise
u0_w_reg[0][13]/D,-234.190918,-257.231201,532.792358,535.972717,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,298.60144,532.792419,-234.190918,27,0.000183,u0_w_reg[0][13]/CLK,rise
sa23_reg[7]/D,-233.597153,-205.280914,481.540039,487.120483,text_in_r_reg[15]/CLK,356.18219,356.182190,0.000000,247.942902,481.540009,-233.597153,5,0.000183,sa23_reg[7]/CLK,rise
text_out_reg[58]/SI,-233.493042,-196.442017,531.272583,531.801880,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,297.779541,531.272583,-233.493042,25,0.000183,text_out_reg[58]/CLK,rise
text_out_reg[46]/SI,-232.784790,-195.627411,529.746948,530.203125,sa20_reg[4]/CLK,350.218231,350.218231,0.000000,296.962158,529.746948,-232.784790,23,0.000183,text_out_reg[46]/CLK,rise
text_out_reg[60]/SI,-232.346527,-192.263000,529.210144,526.719543,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,296.863617,529.210144,-232.346527,29,0.000183,text_out_reg[60]/CLK,rise
text_out_reg[62]/D,-231.343658,-193.244324,527.551819,523.544006,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,296.20816,527.551880,-231.343658,23,0.000183,text_out_reg[62]/CLK,rise
u0_w_reg[3][28]/D,-231.125854,-189.848145,565.564026,567.603271,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,334.438171,565.563843,-231.125854,25,0.000183,u0_w_reg[3][28]/CLK,rise
text_out_reg[58]/D,-230.374359,-195.017029,525.767883,524.308533,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,295.393524,525.767822,-230.374359,25,0.000183,text_out_reg[58]/CLK,rise
text_out_reg[46]/D,-226.685699,-191.416107,522.646545,521.457092,sa20_reg[4]/CLK,350.218231,350.218231,0.000000,295.960846,522.646545,-226.685699,25,0.000183,text_out_reg[46]/CLK,rise
text_out_reg[56]/D,-226.298065,-202.930756,522.360352,532.957397,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,296.062286,522.360352,-226.298065,23,0.000183,text_out_reg[56]/CLK,rise
u0_w_reg[1][8]/D,-225.087341,-189.113464,529.402039,529.341187,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,304.314667,529.402039,-225.087341,23,0.000183,u0_w_reg[1][8]/CLK,rise
text_out_reg[62]/SI,-223.207794,-189.201935,520.225769,523.677246,sa02_reg[1]/CLK,348.980804,348.980804,0.000000,297.017975,520.225708,-223.207794,23,0.000183,text_out_reg[62]/CLK,rise
sa22_reg[0]/D,-220.047455,-186.675507,479.925507,482.597015,text_in_r_reg[40]/CLK,356.001251,356.001251,0.000000,259.878052,479.925476,-220.047455,5,0.000183,sa22_reg[0]/CLK,rise
sa22_reg[7]/D,-217.994965,-185.109711,479.569092,482.028137,text_in_r_reg[47]/CLK,355.8172,355.817200,0.000000,261.574127,479.569092,-217.994965,5,0.000183,sa22_reg[7]/CLK,rise
u0_w_reg[1][2]/D,-216.262085,-232.227203,563.334351,562.886963,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,347.072266,563.334229,-216.262085,35,0.000183,u0_w_reg[1][2]/CLK,rise
sa13_reg[7]/D,-214.219391,-183.132782,480.554321,483.425262,text_in_r_reg[23]/CLK,354.926697,354.926697,0.000000,266.33493,480.554321,-214.219391,5,0.000183,sa13_reg[7]/CLK,rise
sa02_reg[7]/D,-213.149597,-179.832428,474.811829,477.653656,text_in_r_reg[63]/CLK,356.145416,356.145416,0.000000,261.662231,474.811829,-213.149597,5,0.000183,sa02_reg[7]/CLK,rise
sa23_reg[3]/D,-212.479614,-176.535004,482.562622,485.193390,text_in_r_reg[11]/CLK,355.90509,355.905090,0.000000,270.083008,482.562622,-212.479614,5,0.000183,sa23_reg[3]/CLK,rise
sa21_reg[2]/D,-210.787537,-222.520782,482.059570,484.686981,text_in_r_reg[74]/CLK,355.082336,355.082336,0.000000,271.272034,482.059570,-210.787537,5,0.000183,sa21_reg[2]/CLK,rise
sa13_reg[0]/SI,-207.791656,-167.946198,489.579865,486.149841,u0_w_reg[3][16]/CLK,365.453247,365.453247,0.000000,281.788208,489.579834,-207.791656,11,0.000183,sa13_reg[0]/CLK,rise
text_out_reg[66]/D,-206.681641,-171.444275,545.438782,546.972473,sa30_reg[7]/CLK,365.980225,365.980225,0.000000,338.757141,545.438843,-206.681641,31,0.000183,text_out_reg[66]/CLK,rise
sa13_reg[5]/SI,-202.792694,-241.293182,580.710083,582.254272,sa10_reg[3]/CLK,365.496338,365.496338,0.000000,377.917389,580.709961,-202.792694,23,0.000183,sa13_reg[5]/CLK,rise
text_out_reg[66]/SI,-202.724457,-159.180054,541.984558,539.724731,sa30_reg[7]/CLK,365.980225,365.980225,0.000000,339.260101,541.984558,-202.724457,27,0.000183,text_out_reg[66]/CLK,rise
sa21_reg[5]/D,-201.916412,-217.809052,475.127747,478.500763,text_in_r_reg[77]/CLK,356.089508,356.089508,0.000000,273.211334,475.127747,-201.916412,5,0.000183,sa21_reg[5]/CLK,rise
sa33_reg[4]/SI,-200.938721,-164.079834,583.083862,581.866638,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,382.145142,583.083862,-200.938721,27,0.000183,sa33_reg[4]/CLK,rise
sa02_reg[5]/D,-200.106018,-216.681702,473.589661,476.856842,text_in_r_reg[61]/CLK,356.151367,356.151367,0.000000,273.483643,473.589661,-200.106018,5,0.000183,sa02_reg[5]/CLK,rise
sa23_reg[4]/SI,-198.591858,-161.276550,580.073364,578.791504,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,381.481506,580.073364,-198.591858,27,0.000183,sa23_reg[4]/CLK,rise
sa13_reg[6]/SI,-194.112885,-157.337158,575.225403,574.976257,sa32_reg[1]/CLK,349.539398,349.539398,0.000000,381.112518,575.225464,-194.112885,35,0.000183,sa13_reg[6]/CLK,rise
sa33_reg[5]/SI,-188.098938,-180.038483,579.964539,576.950012,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,391.865601,579.964600,-188.098938,31,0.000183,sa33_reg[5]/CLK,rise
sa13_reg[3]/D,-187.264740,-151.678680,496.143188,498.865601,text_in_r_reg[19]/CLK,364.946869,364.946869,0.000000,308.878448,496.143188,-187.264740,5,0.000183,sa13_reg[3]/CLK,rise
u0_w_reg[1][18]/D,-185.504272,-175.744446,555.227966,551.401306,u0_w_reg[3][15]/CLK,338.801453,338.801453,0.000000,369.723694,555.227905,-185.504272,31,0.000183,u0_w_reg[1][18]/CLK,rise
sa02_reg[3]/D,-182.375397,-152.517303,445.851593,450.352020,u0_w_reg[2][27]/CLK,365.03714,365.037140,0.000000,263.476196,445.851593,-182.375397,5,0.000183,sa02_reg[3]/CLK,rise
sa03_reg[5]/SI,-180.783905,-223.672516,578.424011,579.205444,sa32_reg[7]/CLK,349.313507,349.313507,0.000000,397.640106,578.424072,-180.783905,31,0.000183,sa03_reg[5]/CLK,rise
sa33_reg[2]/D,-178.423645,-205.917053,578.847412,579.879883,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,400.423737,578.847351,-178.423645,29,0.000183,sa33_reg[2]/CLK,rise
sa03_reg[4]/SI,-178.342346,-140.446472,582.739441,581.482788,sa10_reg[1]/CLK,366.018188,366.018188,0.000000,404.397095,582.739441,-178.342346,27,0.000183,sa03_reg[4]/CLK,rise
text_out_reg[52]/D,-177.927063,-141.754547,473.370453,471.272369,sa13_reg[1]/CLK,290.942474,290.942474,0.000000,295.44339,473.370453,-177.927063,25,0.000183,text_out_reg[52]/CLK,rise
text_out_reg[53]/D,-175.037933,-139.904572,470.218689,469.016083,sa13_reg[1]/CLK,290.942474,290.942474,0.000000,295.180756,470.218689,-175.037933,27,0.000183,text_out_reg[53]/CLK,rise
text_out_reg[52]/SI,-171.775208,-135.864655,468.445251,470.108917,sa13_reg[1]/CLK,290.942474,290.942474,0.000000,296.670013,468.445221,-171.775208,23,0.000183,text_out_reg[52]/CLK,rise
text_out_reg[48]/SI,-171.685547,-135.998413,469.584717,471.634949,sa13_reg[1]/CLK,290.942474,290.942474,0.000000,297.89917,469.584656,-171.685547,25,0.000183,text_out_reg[48]/CLK,rise
text_out_reg[48]/D,-171.232849,-134.384735,466.389038,463.389313,sa13_reg[1]/CLK,290.942474,290.942474,0.000000,295.156189,466.389038,-171.232849,21,0.000183,text_out_reg[48]/CLK,rise
text_out_reg[11]/SI,-171.173492,-128.011505,522.527039,521.277710,sa21_reg[7]/CLK,349.468781,349.468781,0.000000,351.353546,522.527039,-171.173492,25,0.000183,text_out_reg[11]/CLK,rise
sa02_reg[0]/D,-170.840332,-137.362823,431.009644,432.625458,text_in_r_reg[56]/CLK,293.64209,293.642090,0.000000,260.169312,431.009644,-170.840332,5,0.000183,sa02_reg[0]/CLK,rise
sa22_reg[2]/SI,-168.801453,-131.291199,595.026855,595.048401,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,426.225403,595.026855,-168.801453,33,0.000183,sa22_reg[2]/CLK,rise
text_out_reg[11]/D,-166.502502,-129.931274,516.168884,516.648987,sa21_reg[1]/CLK,354.187042,354.187042,0.000000,349.666382,516.168884,-166.502502,21,0.000183,text_out_reg[11]/CLK,rise
sa23_reg[0]/SI,-164.603241,-158.419983,578.737244,577.593689,sa10_reg[3]/CLK,365.496338,365.496338,0.000000,414.134003,578.737366,-164.603241,23,0.000183,sa23_reg[0]/CLK,rise
sa21_reg[6]/D,-164.128174,-129.333832,432.844238,431.350647,text_in_r_reg[78]/CLK,293.836548,293.836548,0.000000,268.716064,432.844238,-164.128174,5,0.000183,sa21_reg[6]/CLK,rise
sa32_reg[3]/D,-163.810364,-133.336243,425.832703,430.672241,u0_w_reg[2][3]/CLK,353.905243,353.905243,0.000000,262.022339,425.832703,-163.810364,5,0.000183,sa32_reg[3]/CLK,rise
text_out_reg[53]/SI,-163.720886,-126.618134,460.886566,461.214935,sa13_reg[1]/CLK,290.942474,290.942474,0.000000,297.165649,460.886505,-163.720886,21,0.000183,text_out_reg[53]/CLK,rise
u0_w_reg[3][12]/D,-163.341919,-116.860992,547.804565,547.955750,u0_w_reg[3][3]/CLK,334.005249,334.005249,0.000000,384.462646,547.804565,-163.341919,25,0.000183,u0_w_reg[3][12]/CLK,rise
sa02_reg[6]/D,-159.779938,-125.540344,426.063660,425.723633,text_in_r_reg[62]/CLK,288.801636,288.801636,0.000000,266.283722,426.063660,-159.779938,5,0.000183,sa02_reg[6]/CLK,rise
sa13_reg[4]/D,-157.523392,-125.610291,409.841461,412.614716,u0_w_reg[3][20]/CLK,280.419983,280.419983,0.000000,252.318069,409.841400,-157.523392,11,0.000183,sa13_reg[4]/CLK,rise
sa32_reg[6]/SI,-155.399902,-112.930450,595.451965,595.990234,sa31_reg[7]/CLK,370.991852,370.991852,0.000000,440.052063,595.452026,-155.399902,31,0.000183,sa32_reg[6]/CLK,rise
u0_w_reg[2][6]/D,-154.681152,-117.474274,551.640442,556.429382,u0_w_reg[3][25]/CLK,340.883545,340.883545,0.000000,396.95929,551.640259,-154.681152,31,0.000183,u0_w_reg[2][6]/CLK,rise
